data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-07-13,Запланирована,коммерческая компания,коммерческая компания,Сырье,Мурманск,Владивосток,3040.49,Volvo FH,Бортовой,10.0,,2025-08-30,,Незначительный,0,8.95,26.47,49,412151,280466,131685
2025-07-02,Доставлена,коммерческая компания,некоммерческая организация,Стройматериалы,Омск,Новосибирск,3422.91,MAN TGS,Рефрижератор,10.0,2025-07-16,2025-08-11,2025-08-23,Незначительный,2,8.7,30.43,66,449932,335251,114681
2025-08-05,В пути,интернет-магазин,коммерческая компания,ТНП,Екатеринбург,Калининград,2412.22,Volvo FH,Фургон,10.0,2025-08-06,2025-08-17,,Незначительный,1,6.8,18.3,71,273510,222570,50940
2025-08-17,В пути,коммерческая компания,коммерческая компания,Оборудование,Петрозаводск,Сочи,4582.42,КАМАЗ 5490,Бортовой,10.0,2025-07-19,2025-08-21,,Тревожный,3,6.13,18.25,83,517890,372039,145851
2025-07-30,Доставлена,коммерческая компания,коммерческая компания,Сырье,Санкт-Петербург,Екатеринбург,3195.4,ГАЗель Next,Фургон,5.0,2025-07-22,2025-07-28,2025-07-29,Нарушенный,6,4.71,14.07,61,422043,362176,59867
2025-08-15,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Воронеж,Калининград,3437.02,MAN TGS,Цистерна,25.0,2025-07-31,2025-08-04,2025-08-20,Тревожный,4,23.25,59.51,25,343749,233856,109893
2025-07-15,Отменена,индивидуальный предприниматель,коммерческая компания,Сырье,Санкт-Петербург,Волгоград,4756.37,ГАЗель Next,Бортовой,5.0,,,,Незначительный,0,3.9,11.55,56,665488,584312,81177
2025-08-25,Отменена,коммерческая компания,коммерческая компания,Оборудование,Казань,Нижний Новгород,1442.76,ГАЗель Next,Тент,20.0,,,,Незначительный,0,16.71,55.96,67,171269,142761,28508
2025-08-02,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Санкт-Петербург,Екатеринбург,3973.09,ГАЗель Next,Тент,5.0,2025-07-13,2025-07-19,2025-08-28,Нарушенный,6,2.77,8.36,89,475458,375511,99947
2025-07-03,В пути,индивидуальный предприниматель,индивидуальный предприниматель,Сырье,Москва,Уфа,1769.16,Volvo FH,Рефрижератор,20.0,2025-07-07,2025-08-10,,Тревожный,3,15.36,48.69,54,229516,170862,58654
2025-08-13,Доставлена,коммерческая компания,некоммерческая организация,Опасный груз,Хабаровск,Калининград,4457.97,Scania R-series,Бортовой,10.0,2025-07-03,2025-07-27,2025-08-24,Незначительный,2,6.66,19.09,72,631725,474720,157005
2025-08-22,Доставлена,коммерческая компания,некоммерческая организация,Сырье,Мурманск,Ростов-на-Дону,2173.79,ГАЗель Next,Рефрижератор,25.0,2025-07-06,2025-07-28,2025-08-12,Незначительный,2,20.18,68.07,47,305735,190622,115113
2025-08-13,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Нижний Новгород,Красноярск,3593.14,КАМАЗ 5490,Бортовой,20.0,2025-07-10,2025-07-24,2025-08-25,Незначительный,1,15.78,44.15,4,436549,339082,97467
2025-08-19,Доставлена,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Воронеж,Петрозаводск,4043.62,КАМАЗ 5490,Бортовой,20.0,2025-07-15,2025-07-21,2025-07-25,Нарушенный,6,17.92,45.1,49,585293,420680,164614
2025-08-29,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Казань,Самара,2134.91,Scania R-series,Тент,20.0,,2025-08-05,,Незначительный,0,17.42,56.53,10,236707,183539,53167
2025-07-23,В пути,коммерческая компания,некоммерческая организация,Стройматериалы,Калининград,Ростов-на-Дону,2910.98,КАМАЗ 5490,Фургон,5.0,2025-07-10,2025-07-15,,Нарушенный,5,3.11,10.09,52,414807,300803,114004
2025-07-29,Доставлена,коммерческая компания,коммерческая компания,Сырье,Калининград,Петрозаводск,2049.85,Volvo FH,Рефрижератор,10.0,2025-07-03,2025-08-04,2025-08-29,Тревожный,3,8.92,30.05,41,295010,214268,80742
2025-07-14,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Петрозаводск,Калининград,3268.09,Scania R-series,Фургон,25.0,2025-07-05,2025-08-11,2025-08-13,Тревожный,3,14.06,36.99,53,445093,362672,82422
2025-07-08,В пути,коммерческая компания,коммерческая компания,Опасный груз,Воронеж,Омск,4909.97,КАМАЗ 5490,Фургон,20.0,2025-08-16,2025-08-20,,Тревожный,4,19.81,51.29,4,528580,324871,203708
2025-07-06,В пути,коммерческая компания,индивидуальный предприниматель,Оборудование,Волгоград,Воронеж,4343.71,КАМАЗ 5490,Фургон,10.0,2025-07-11,2025-07-11,,Незначительный,0,5.1,16.86,86,629474,468234,161240
2025-07-13,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Хабаровск,Ростов-на-Дону,724.12,Scania R-series,Рефрижератор,20.0,2025-07-16,2025-07-23,2025-08-23,Нарушенный,7,18.08,54.92,46,76903,49168,27735
2025-07-27,В пути,интернет-магазин,коммерческая компания,ТНП,Нижний Новгород,Калининград,2253.79,Volvo FH,Цистерна,5.0,2025-08-03,2025-08-18,,Незначительный,1,2.75,7.43,16,299297,237387,61909
2025-07-29,Доставлена,индивидуальный предприниматель,коммерческая компания,Оборудование,Хабаровск,Сочи,4568.72,Volvo FH,Фургон,5.0,2025-08-16,2025-08-22,2025-08-27,Нарушенный,6,3.86,11.79,1,587253,488008,99246
2025-07-04,Доставлена,индивидуальный предприниматель,коммерческая компания,Продукты питания,Волгоград,Владивосток,1127.32,MAN TGS,Тент,10.0,2025-07-04,2025-07-24,2025-08-03,Незначительный,2,6.88,18.72,97,120143,88808,31336
2025-07-25,Доставлена,интернет-магазин,коммерческая компания,ТНП,Екатеринбург,Волгоград,1581.17,ГАЗель Next,Тент,5.0,2025-07-14,2025-08-06,2025-08-06,Незначительный,2,4.16,12.85,70,232527,171047,61480
2025-08-25,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Санкт-Петербург,Пермь,1426.05,Scania R-series,Бортовой,10.0,,2025-08-18,,Незначительный,0,9.44,30.0,84,204856,178563,26294
2025-07-07,В пути,коммерческая компания,коммерческая компания,Опасный груз,Калининград,Хабаровск,3236.28,Volvo FH,Тент,20.0,2025-07-15,2025-08-08,,Незначительный,2,18.1,57.72,16,341672,300862,40811
2025-07-25,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Волгоград,Челябинск,2722.81,Volvo FH,Рефрижератор,20.0,,2025-07-21,,Незначительный,0,14.73,40.42,22,313075,246845,66229
2025-07-07,Доставлена,интернет-магазин,коммерческая компания,ТНП,Владивосток,Уфа,2879.37,КАМАЗ 5490,Фургон,20.0,2025-07-26,2025-08-20,2025-08-23,Незначительный,2,12.77,44.31,47,364384,234134,130250
2025-07-23,В пути,интернет-магазин,коммерческая компания,ТНП,Челябинск,Ростов-на-Дону,3929.44,MAN TGS,Бортовой,25.0,2025-08-12,2025-08-15,,Тревожный,3,22.33,77.52,20,543562,481856,61706
2025-08-10,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Ростов-на-Дону,Владивосток,2062.22,ГАЗель Next,Бортовой,20.0,,2025-08-11,,Незначительный,0,12.58,40.04,9,235756,185950,49806
2025-08-28,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Москва,Пермь,922.37,Volvo FH,Фургон,5.0,,2025-08-21,,Незначительный,0,2.83,9.67,14,126851,109445,17406
2025-07-29,В пути,коммерческая компания,коммерческая компания,Оборудование,Петрозаводск,Екатеринбург,2017.76,Scania R-series,Рефрижератор,20.0,2025-07-12,2025-07-24,,Незначительный,1,11.24,30.74,53,255468,184479,70989
2025-08-27,Запланирована,интернет-магазин,коммерческая компания,ТНП,Екатеринбург,Хабаровск,4732.67,Volvo FH,Рефрижератор,5.0,,2025-08-11,,Незначительный,0,2.81,9.78,21,664864,473182,191682
2025-08-15,В пути,коммерческая компания,коммерческая компания,Оборудование,Красноярск,Москва,3341.79,Volvo FH,Бортовой,10.0,2025-08-06,2025-08-18,,Незначительный,1,7.33,24.37,75,418483,299999,118484
2025-07-14,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Самара,Омск,1642.91,Scania R-series,Рефрижератор,5.0,2025-07-10,2025-08-19,2025-08-19,Тревожный,4,4.78,12.51,93,165311,140045,25266
2025-07-30,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Уфа,Омск,3400.46,Scania R-series,Рефрижератор,20.0,2025-08-01,2025-08-24,2025-08-29,Незначительный,2,15.84,42.37,84,421158,273386,147771
2025-08-04,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Волгоград,Челябинск,1808.12,Volvo FH,Тент,25.0,2025-07-14,2025-07-18,2025-08-10,Тревожный,4,15.95,55.33,78,220178,168679,51498
2025-07-13,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Пермь,Челябинск,2070.94,Volvo FH,Цистерна,5.0,2025-07-08,2025-07-24,2025-08-10,Незначительный,1,3.98,11.41,16,257234,226417,30817
2025-07-03,Отменена,коммерческая компания,некоммерческая организация,Сырье,Воронеж,Пермь,4149.83,ГАЗель Next,Бортовой,10.0,,,,Незначительный,0,8.77,22.23,27,539301,379046,160255
2025-08-10,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Москва,Петрозаводск,1627.05,MAN TGS,Цистерна,20.0,2025-07-03,2025-07-31,2025-08-22,Незначительный,2,16.88,43.0,37,163256,130564,32692
2025-07-25,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Сочи,Нижний Новгород,2954.55,Volvo FH,Цистерна,25.0,2025-07-12,2025-07-17,2025-08-21,Нарушенный,5,15.24,53.07,32,374944,225834,149110
2025-07-09,Доставлена,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Новосибирск,Мурманск,1554.91,ГАЗель Next,Фургон,20.0,2025-07-21,2025-08-19,2025-08-22,Незначительный,2,14.68,47.61,41,196543,130083,66460
2025-08-14,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Санкт-Петербург,Хабаровск,4845.54,КАМАЗ 5490,Тент,20.0,2025-07-13,2025-07-15,2025-07-28,Незначительный,2,10.82,37.2,53,595595,365201,230394
2025-08-13,В пути,коммерческая компания,коммерческая компания,Сырье,Казань,Волгоград,2807.02,MAN TGS,Рефрижератор,10.0,2025-07-12,2025-08-08,,Незначительный,2,9.78,26.01,45,366562,272730,93832
2025-07-10,В пути,интернет-магазин,коммерческая компания,ТНП,Сочи,Москва,2446.94,Volvo FH,Фургон,5.0,2025-07-12,2025-07-18,,Нарушенный,6,3.94,12.99,61,316740,211572,105169
2025-08-22,В пути,интернет-магазин,коммерческая компания,ТНП,Калининград,Уфа,642.59,КАМАЗ 5490,Тент,5.0,2025-08-05,2025-08-10,,Нарушенный,5,4.74,11.86,78,82273,53038,29235
2025-08-25,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Ростов-на-Дону,Уфа,4727.3,Volvo FH,Тент,5.0,2025-07-29,2025-07-29,2025-08-11,Незначительный,0,2.98,9.91,17,560960,475671,85290
2025-07-03,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Омск,Воронеж,1203.5,ГАЗель Next,Цистерна,10.0,2025-08-19,2025-08-26,2025-08-30,Нарушенный,7,8.56,27.1,85,150732,105803,44929
2025-08-30,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Калининград,Челябинск,2839.45,Volvo FH,Цистерна,25.0,2025-07-22,2025-08-23,,Тревожный,3,23.46,73.07,36,324577,255989,68588
2025-08-01,Запланирована,некоммерческая организация,коммерческая компания,Оборудование,Сочи,Санкт-Петербург,1333.81,MAN TGS,Фургон,20.0,,2025-08-08,,Незначительный,0,10.09,26.19,15,149777,99796,49981
2025-07-04,Доставлена,интернет-магазин,коммерческая компания,ТНП,Воронеж,Хабаровск,3872.04,КАМАЗ 5490,Рефрижератор,25.0,2025-08-15,2025-08-19,2025-08-30,Тревожный,4,19.82,49.77,29,466513,354913,111600
2025-07-27,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Воронеж,Омск,2828.29,MAN TGS,Цистерна,25.0,,2025-08-18,,Незначительный,0,14.16,47.43,89,376132,275370,100762
2025-07-29,Отменена,коммерческая компания,коммерческая компания,Оборудование,Воронеж,Екатеринбург,2940.62,Scania R-series,Рефрижератор,10.0,,,,Незначительный,0,6.0,15.11,98,438831,371286,67545
2025-08-19,Запланирована,коммерческая компания,коммерческая компания,Сырье,Омск,Москва,4408.98,ГАЗель Next,Фургон,20.0,,2025-08-09,,Незначительный,0,10.66,29.21,51,503254,389791,113463
2025-08-10,В пути,коммерческая компания,некоммерческая организация,Опасный груз,Петрозаводск,Москва,2367.3,ГАЗель Next,Рефрижератор,20.0,2025-07-17,2025-08-16,,Тревожный,3,11.87,40.65,36,330917,203821,127096
2025-08-20,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Волгоград,Владивосток,4328.34,ГАЗель Next,Тент,25.0,2025-07-26,2025-08-05,2025-08-27,Незначительный,1,20.04,69.0,27,634876,412226,222650
2025-07-11,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Петрозаводск,Волгоград,1079.2,ГАЗель Next,Бортовой,10.0,2025-07-11,2025-07-31,2025-08-27,Незначительный,2,5.86,16.04,73,140151,96011,44140
2025-07-20,Проблемная,интернет-магазин,коммерческая компания,ТНП,Сочи,Нижний Новгород,3665.65,Volvo FH,Фургон,5.0,2025-07-01,2025-07-30,2025-07-31,Незначительный,2,4.54,11.64,37,370657,304503,66154
2025-08-23,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Екатеринбург,Новосибирск,4658.43,КАМАЗ 5490,Тент,25.0,,2025-07-21,,Незначительный,0,13.37,42.23,33,652968,434837,218131
2025-07-21,Доставлена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Санкт-Петербург,Москва,1838.67,ГАЗель Next,Рефрижератор,20.0,2025-07-17,2025-07-24,2025-08-01,Нарушенный,7,19.33,66.75,67,241545,216881,24664
2025-08-04,Отменена,некоммерческая организация,коммерческая компания,Оборудование,Уфа,Екатеринбург,3535.86,ГАЗель Next,Тент,25.0,,,,Незначительный,0,23.23,75.01,2,518880,346640,172240
2025-07-11,Доставлена,некоммерческая организация,некоммерческая организация,Опасный груз,Калининград,Новосибирск,2192.45,КАМАЗ 5490,Фургон,10.0,2025-07-25,2025-07-26,2025-08-08,Незначительный,1,6.83,18.6,4,288915,227597,61318
2025-07-04,Доставлена,интернет-магазин,коммерческая компания,ТНП,Казань,Самара,2604.06,ГАЗель Next,Тент,20.0,2025-07-09,2025-08-01,2025-08-27,Незначительный,2,19.37,49.72,81,304156,231009,73147
2025-08-15,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Новосибирск,Самара,1824.28,ГАЗель Next,Рефрижератор,10.0,2025-07-01,2025-07-10,2025-08-12,Нарушенный,9,8.18,21.12,17,248596,197875,50722
2025-08-17,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Казань,Нижний Новгород,2946.33,ГАЗель Next,Тент,10.0,,2025-08-18,,Незначительный,0,7.99,22.49,26,296595,250968,45627
2025-07-21,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Пермь,Челябинск,4071.05,КАМАЗ 5490,Тент,5.0,2025-07-09,2025-07-14,2025-07-27,Нарушенный,5,4.67,15.52,60,597760,494186,103574
2025-08-27,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Мурманск,Омск,2605.25,Volvo FH,Цистерна,20.0,2025-07-14,2025-07-31,2025-08-25,Незначительный,1,11.16,29.35,23,387199,309181,78018
2025-08-08,Доставлена,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Екатеринбург,Казань,2548.32,КАМАЗ 5490,Бортовой,25.0,2025-07-04,2025-07-27,2025-08-26,Незначительный,2,15.38,48.2,84,317535,251252,66282
2025-08-04,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Москва,Красноярск,3281.88,Volvo FH,Рефрижератор,5.0,,2025-08-20,,Незначительный,0,3.1,9.09,59,367777,297893,69884
2025-07-24,Доставлена,некоммерческая организация,индивидуальный предприниматель,Стройматериалы,Владивосток,Уфа,2969.68,КАМАЗ 5490,Рефрижератор,20.0,2025-07-08,2025-08-21,2025-08-22,Тревожный,4,19.04,51.86,90,339198,280180,59018
2025-07-17,Проблемная,коммерческая компания,коммерческая компания,Продукты питания,Омск,Мурманск,1451.55,MAN TGS,Тент,20.0,2025-07-01,2025-07-03,2025-08-29,Незначительный,2,18.17,53.34,82,150182,127734,22448
2025-08-24,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Челябинск,Москва,2740.43,КАМАЗ 5490,Цистерна,20.0,,2025-08-18,,Незначительный,0,12.89,42.06,37,376244,328696,47548
2025-08-11,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Ростов-на-Дону,Петрозаводск,2392.93,MAN TGS,Фургон,20.0,2025-07-12,2025-07-14,,Незначительный,2,15.25,48.1,4,328361,271076,57285
2025-08-16,Доставлена,коммерческая компания,коммерческая компания,Сырье,Сочи,Красноярск,3995.06,Scania R-series,Тент,25.0,2025-07-09,2025-07-27,2025-08-28,Незначительный,1,24.41,80.44,68,503579,437985,65594
2025-07-07,Доставлена,интернет-магазин,коммерческая компания,ТНП,Хабаровск,Мурманск,2444.49,ГАЗель Next,Рефрижератор,10.0,2025-07-02,2025-07-16,2025-07-23,Незначительный,1,8.96,30.84,93,287081,199870,87210
2025-08-30,Запланирована,интернет-магазин,коммерческая компания,ТНП,Сочи,Хабаровск,3232.92,Scania R-series,Цистерна,20.0,,2025-08-15,,Незначительный,0,10.31,27.88,60,341171,261959,79212
2025-07-09,Доставлена,индивидуальный предприниматель,коммерческая компания,Сырье,Челябинск,Уфа,1445.76,Scania R-series,Фургон,25.0,2025-08-06,2025-08-20,2025-08-26,Незначительный,1,21.34,66.66,16,202366,131398,70969
2025-08-21,Доставлена,некоммерческая организация,коммерческая компания,Опасный груз,Сочи,Уфа,4035.18,MAN TGS,Рефрижератор,10.0,2025-07-24,2025-08-17,2025-08-29,Незначительный,2,9.75,24.77,48,480639,421053,59585
2025-08-01,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Москва,Красноярск,1248.38,КАМАЗ 5490,Тент,20.0,2025-07-08,2025-07-22,2025-08-08,Незначительный,1,15.41,41.44,100,141178,116381,24797
2025-08-12,В пути,коммерческая компания,коммерческая компания,Опасный груз,Воронеж,Волгоград,3284.28,КАМАЗ 5490,Фургон,5.0,2025-08-05,2025-08-20,,Незначительный,1,4.31,13.68,23,450703,320277,130426
2025-08-19,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Нижний Новгород,Мурманск,4567.51,MAN TGS,Цистерна,10.0,2025-07-11,2025-07-21,2025-08-05,Незначительный,1,9.11,31.73,83,505941,419112,86829
2025-07-23,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Санкт-Петербург,Пермь,4486.14,MAN TGS,Бортовой,20.0,2025-08-04,2025-08-21,2025-08-24,Незначительный,1,16.29,52.82,20,648076,562663,85414
2025-07-26,Доставлена,интернет-магазин,коммерческая компания,ТНП,Казань,Самара,566.43,КАМАЗ 5490,Бортовой,10.0,2025-07-07,2025-07-26,2025-08-20,Незначительный,1,7.21,18.66,81,69482,47177,22305
2025-08-11,Запланирована,интернет-магазин,коммерческая компания,ТНП,Воронеж,Ростов-на-Дону,3012.71,КАМАЗ 5490,Бортовой,20.0,,2025-08-09,,Незначительный,0,16.74,47.4,32,414621,309651,104970
2025-08-16,Доставлена,интернет-магазин,некоммерческая организация,ТНП,Самара,Санкт-Петербург,1117.65,КАМАЗ 5490,Рефрижератор,25.0,2025-08-22,2025-08-27,2025-08-29,Нарушенный,5,17.65,50.05,82,142663,108125,34538
2025-07-07,Доставлена,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Москва,Волгоград,1072.64,ГАЗель Next,Бортовой,20.0,2025-08-02,2025-08-03,2025-08-28,Незначительный,1,17.03,51.0,12,119242,79271,39971
2025-07-01,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Нижний Новгород,Владивосток,612.47,ГАЗель Next,Рефрижератор,10.0,2025-07-27,2025-08-17,2025-08-20,Незначительный,2,8.79,29.4,44,75966,66934,9032
2025-07-15,Запланирована,коммерческая компания,некоммерческая организация,Стройматериалы,Ростов-на-Дону,Самара,3738.69,КАМАЗ 5490,Тент,5.0,,2025-08-23,,Незначительный,0,4.69,12.68,100,444943,338804,106139
2025-07-25,Доставлена,коммерческая компания,некоммерческая организация,Оборудование,Нижний Новгород,Екатеринбург,1633.91,MAN TGS,Цистерна,25.0,2025-07-13,2025-07-18,2025-07-26,Нарушенный,5,19.96,62.29,39,165883,119667,46216
2025-08-03,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Петрозаводск,Красноярск,1294.05,КАМАЗ 5490,Бортовой,10.0,2025-07-17,2025-07-20,2025-08-07,Тревожный,3,9.76,26.31,41,150821,132007,18814
2025-07-04,Запланирована,коммерческая компания,коммерческая компания,Сырье,Москва,Ростов-на-Дону,1611.01,КАМАЗ 5490,Бортовой,5.0,,2025-08-23,,Незначительный,0,3.99,13.65,57,213084,164596,48488
2025-07-27,Запланирована,коммерческая компания,индивидуальный предприниматель,Продукты питания,Петрозаводск,Воронеж,4732.49,ГАЗель Next,Фургон,5.0,,2025-08-26,,Незначительный,0,4.58,12.43,73,636281,479019,157262
2025-08-29,Доставлена,коммерческая компания,коммерческая компания,Сырье,Омск,Хабаровск,662.29,КАМАЗ 5490,Тент,25.0,2025-07-29,2025-08-03,2025-08-21,Нарушенный,5,20.45,67.51,3,89822,69559,20264
2025-08-04,В пути,индивидуальный предприниматель,некоммерческая организация,Сырье,Омск,Пермь,2737.03,ГАЗель Next,Фургон,10.0,2025-07-05,2025-08-22,,Тревожный,4,5.83,19.67,87,410215,302308,107908
2025-07-23,Доставлена,некоммерческая организация,коммерческая компания,Продукты питания,Владивосток,Сочи,4439.93,Volvo FH,Цистерна,20.0,2025-07-01,2025-07-02,2025-07-06,Незначительный,1,15.8,43.46,35,490493,354835,135658
2025-08-02,Доставлена,коммерческая компания,некоммерческая организация,Опасный груз,Владивосток,Красноярск,4750.95,Volvo FH,Цистерна,10.0,2025-07-17,2025-07-26,2025-07-26,Нарушенный,9,8.29,24.02,34,633045,522816,110230
2025-07-23,Доставлена,коммерческая компания,коммерческая компания,Сырье,Москва,Нижний Новгород,4590.67,ГАЗель Next,Фургон,10.0,2025-07-21,2025-08-04,2025-08-20,Незначительный,1,7.15,18.21,1,652692,474118,178574
2025-08-11,Отменена,коммерческая компания,коммерческая компания,Опасный груз,Пермь,Красноярск,4921.3,ГАЗель Next,Бортовой,25.0,,,,Незначительный,0,20.64,59.93,73,514386,366548,147838
2025-08-25,В пути,коммерческая компания,коммерческая компания,Сырье,Нижний Новгород,Самара,1992.02,Volvo FH,Бортовой,25.0,2025-08-09,2025-08-23,,Незначительный,1,24.9,87.06,97,272669,224133,48536
2025-07-21,В пути,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Хабаровск,Волгоград,2994.28,MAN TGS,Рефрижератор,25.0,2025-07-02,2025-08-19,,Тревожный,4,22.68,58.26,21,309409,186957,122452
2025-08-23,Доставлена,индивидуальный предприниматель,индивидуальный предприниматель,Стройматериалы,Екатеринбург,Волгоград,744.14,MAN TGS,Бортовой,10.0,2025-07-18,2025-07-22,2025-07-22,Тревожный,4,9.55,28.92,79,102597,61866,40731
2025-08-17,Доставлена,интернет-магазин,коммерческая компания,ТНП,Сочи,Калининград,2410.99,MAN TGS,Тент,5.0,2025-07-01,2025-07-13,2025-08-16,Незначительный,1,3.42,11.75,48,321459,249343,72116
2025-08-11,Проблемная,некоммерческая организация,некоммерческая организация,Продукты питания,Калининград,Ростов-на-Дону,3692.12,Volvo FH,Бортовой,5.0,2025-07-16,2025-07-30,2025-08-25,Незначительный,1,3.49,10.16,81,498781,333527,165254
2025-08-30,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Казань,Нижний Новгород,1001.52,Scania R-series,Рефрижератор,20.0,2025-07-17,2025-08-07,2025-08-30,Незначительный,2,16.93,47.96,40,101963,91342,10620
2025-08-20,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Нижний Новгород,Пермь,4806.63,Scania R-series,Фургон,25.0,,2025-07-18,,Незначительный,0,14.39,49.66,85,509404,360325,149079
2025-08-05,Доставлена,интернет-магазин,коммерческая компания,ТНП,Уфа,Ростов-на-Дону,1504.95,ГАЗель Next,Цистерна,25.0,2025-07-10,2025-08-22,2025-08-26,Тревожный,4,24.18,76.85,77,176225,128661,47564
2025-07-07,В пути,коммерческая компания,коммерческая компания,Сырье,Ростов-на-Дону,Воронеж,3987.6,Scania R-series,Рефрижератор,25.0,2025-07-13,2025-08-10,,Незначительный,2,24.14,77.58,5,448628,282919,165709
2025-07-12,Запланирована,интернет-магазин,коммерческая компания,ТНП,Волгоград,Владивосток,3891.42,ГАЗель Next,Тент,25.0,,2025-07-22,,Незначительный,0,21.47,57.84,9,515732,359835,155897
2025-08-27,Доставлена,коммерческая компания,коммерческая компания,Сырье,Казань,Мурманск,952.36,Scania R-series,Бортовой,20.0,2025-07-27,2025-08-06,2025-08-22,Незначительный,1,10.13,31.3,85,114761,101362,13400
2025-08-27,Запланирована,интернет-магазин,коммерческая компания,ТНП,Владивосток,Калининград,2385.82,ГАЗель Next,Цистерна,25.0,,2025-08-30,,Незначительный,0,19.78,52.89,18,335188,223929,111259
2025-08-28,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Самара,Уфа,951.73,ГАЗель Next,Тент,20.0,,2025-08-08,,Незначительный,0,12.18,32.96,3,121796,77999,43797
2025-07-15,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Нижний Новгород,Омск,768.55,MAN TGS,Фургон,20.0,2025-07-20,2025-07-25,2025-08-06,Нарушенный,5,14.2,46.26,14,89550,68184,21366
2025-07-25,В пути,коммерческая компания,коммерческая компания,Оборудование,Сочи,Владивосток,854.8,MAN TGS,Цистерна,20.0,2025-07-22,2025-07-26,,Тревожный,4,15.78,46.27,7,96585,85440,11145
2025-08-20,В пути,интернет-магазин,коммерческая компания,ТНП,Петрозаводск,Казань,540.74,Volvo FH,Фургон,20.0,2025-07-10,2025-08-02,,Незначительный,2,14.45,47.31,6,70418,60148,10270
2025-08-02,В пути,коммерческая компания,коммерческая компания,Продукты питания,Санкт-Петербург,Волгоград,3140.6,MAN TGS,Рефрижератор,5.0,2025-07-01,2025-08-23,,Нарушенный,5,2.91,7.55,8,317111,278286,38826
2025-08-20,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Сочи,Мурманск,2105.63,MAN TGS,Фургон,20.0,2025-07-12,2025-08-03,2025-08-06,Незначительный,2,12.22,40.25,53,231117,179405,51712
2025-07-31,Запланирована,некоммерческая организация,коммерческая компания,Оборудование,Петрозаводск,Екатеринбург,4222.55,Volvo FH,Бортовой,20.0,,2025-08-12,,Незначительный,0,12.6,40.11,86,606187,545172,61015
2025-07-22,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Москва,Хабаровск,962.03,MAN TGS,Тент,25.0,,2025-08-17,,Незначительный,0,14.33,38.27,5,136516,94928,41588
